,text
827,@px12_cpzr ストーカー犯に自首を促すという方法があります。 私が迷惑行為をしていると思われるのであれば、どうかこの話を警察でも報告して下さい。
840,@ukreee2018622 この時期て茶番よね😭あやかもハワイに避難したか🌴❤️楽しみやね⤴︎
841,@maiko_tajima 政治家が人のシの理由を憶測で政権批判に利用したか 本当に政治家である前に人として軽蔑する コイツは自衛隊機墜落の時も人命より金のこと言ってたからね なぜこんな簡単にドス黒い人間になれるんだろうね  https://t.co/DNZyKllaVe https://t.co/ZZ7jrb6aOc
842,@mmtk412402 ほんまそれです😭😭 昔、実家に泥棒入って、親が4百万くらいの被害にあったんですよー😭 犯人は中国の窃盗団です😭😭 盗むのは、大金で持ってくるもんも大菌😭 なので、私は中国が嫌いです😭 すいません
845,【 テレビハック 】２月の沖縄のテレビをSUNSET FARMがハイジャックします！！（笑）  アメブロを更新しました  #沖縄　#農業　#読谷村　#菊　 #電照菊　#畑　#プロジェクト #ゆいのわ #撮影現場 #QAB #OTV #showroom #クラファン  ⇒ https://t.co/LSSA1t6bzX #アメブロ via @ameba_official
848,@sweeney_toad @BoarXY 万引き家族は面白かったですわ。それならチェックしてみましょうかねえ。暗いだけでなく少しは明るいところもほしいですからね。
850,@hyakutanaoki 仰る通りです。緊急事態におけるリスク・クライシスコミュニケーションについて理解されていない方の発言が多すぎます。今回のコロナウイルスのような危機的状況における注意点を海外の情報を基にまとめたので提示します。  楽観的な表現をしないこと、個々人がするべき対策をすることが大切です。 https://t.co/f1tD0Cql9s
856,@sachiiiieee テロ発生中！笑 |ε:)にょき
858,@ryoco0831 @222Minette @sarasara_jpn 警察が法に則って手続きしないっね、最悪ですね。
859,【絶体絶命都市2】殺人鬼が災害から逃げ惑うカオスゲー【にじさんじ/月ノ美兎】 https://t.co/geWxNl9DU5 @YouTubeさんから
860,@HiroAkagi ひえぇ〜！！お母さますごい！！！ てかスパルタですね、さすが…！ オリコンたたむ時かぁ〜！わたしも経験あるのでわかります…手でやると指挟んじゃって何度怪我したことか…_(:3 」∠)_笑
861,@satoru_takeuchi @slankdev まだです…(よく分かってないためスタバにとりあえず避難したところ)
862,@whitelion425 みなちゃんもお疲れ様✨✨ アルバムめちゃくちゃ嬉しかったよ‼️みなちゃん達からのメッセージもあってビックリだったけど、泣くほど嬉しかったよ😭😭 一生の宝物にするね☺️💕 ピーチの記憶は抹消して😇
863,【絶体絶命都市2】殺人鬼が災害から逃げ惑うカオスゲー【にじさんじ/月ノ美兎】 https://t.co/9W714Yj4Sx @YouTubeさんから
873,@K99600539 相変わらずストーカーされてますね🤣
880,@sylvanianwriter なんかこう絵的にはモノクロにして「パリは燃えているか」をBGMにしだす案件…。
885,@mkamkaumai 僕のこと覚えててくれたんですか？😳 ひぇ～！悪寒戦慄！ 全力退避卍
887,@Cavalry_117 んー…まずHSが溜まってるルチが近くにいる時は常に警戒することですね ディーバ、カウンター、HSは逢瀬発動が見えた瞬間に切っても間に合うから、やっぱり警戒しておくことが大事…かもですね！
888,@nasitaro 今のところ中国以外での感染者の重症度は低いですからね。インフルエンザ予防と同じでいいと思います。
889,@abccba_1233 @kencowCom @ShambirdS @kigurumi777 ねつ造を謝罪せず、逆に開き直る「誰か」とは大違いの対応です。  #子供1人事件
892,@73__haru__23 大事故の予感だけど行ける？w
894,@kusarimizu 日本人は人間を食う文化は無かったはず！大飢饉の時以外は。・・・たぶん・・・
895,@Jqyssy 強盗はダメですよ
898,@bluewhite_sky いや、それが、そこまで大きな音じゃなくて・・・。 家で窓閉め切ってテレビ見ていたとしたら、多分気づかなかったレベル・・・。かもしれません・・・。 （ちょうど外にいたのですが、消防車のサイレンの方が俄然大きい音でした。）
900,@y_Fantasma 基本的にどっちも確実な効果はあるけど、あくまでその計算上の確率以上の効果はないから、勝利条件が土地トップになる未来から土地を引く確率を減らしていたり騒乱の悪魔を引いた後にプレイしないと勝てない未来をつぶしたりしていないかをちゃんと考えて天秤を理解してない空撃ちはよくない
902,@spada272 万引きを繰り返すお年寄り並みにやらかしてる←
906,@gripen_ng F-15 ？  初期には何度も死亡事故を起こして Widow Maker と呼ばれたのを覚えている 原因は大迎え角でのエンジンストール
916,@Tabuchi6917 私の机周りが土砂崩れ系という予想。 貝塚に地殻変動。
919,@taketak33558932 @Hashira_EKT 嵐ではなく、鎌倉武士の奮戦によるものですよ。鎌倉武士の戦いぶりは元軍の方が恐怖におののくほどだった。モンゴル軍の強さはあくまでも平原における騎馬戦術。それが使えない時は以外なほどに脆い。
923,@tmhkn21583 大麻か……
931,@YatagarasuOyaji 中国の生物テロか。
954,2月6～10日に大地震発生、ミサイル発射!? 14～17日は大事故、不倫・薬物逮捕も！ 東出、平手、新型肺炎も的中Love Me Do「2月の予言」！ @DailyTocanaさんから https://t.co/13YXGsPrE1
957,@slimboy24 広島を離れて長いので西村さんのツイートて知りました😢 アルパークで買い物してたら豪雨で交通機関が全部止まって陸の孤島と化しててボー然としたのも今となってはいい思い出です💦
963,@atarinatarin2 彼は精神病患者です 関わらない方が身のためでしょう
964,@SHOW73132772 血まみれ！？Σ(ﾟДﾟ)
970,@BobaFett1945 災害用の非常食だよねw その時は確かに(^-^;  自然災害だから対策はしないとだ！
977,@kashu_rakugaki 可愛いです〜！！！！！！！！！！(ストーカーのように話しかけるフォロワー)
981,@m_h_cos 昨日ふぉろわーさんにおすすめしてもらって昨日買ったやつがドンピシャでワンコ系でした！！！！キューピットに落雷ってやつ！！です！！！
994,@clubmin3 最後の頃はワイパー使わず、雨の中どこまで走れるか、とかしてたな〜 そして、正面衝突する
999,@po2ypxe なんかバイオテロ説とか色々あってすごいね( ´･ω･`)
1001,@yaya3_dayo いいのかい？契約満了=お仕事やめますだぜ…？ｱｯ私神じゃなくなっちゃう( ᐛ ) やったー！ちゅ〜るのブースト効果すげぇぇぇ！ 割とうろ覚えで書いたから何か足りなかったりしたらごめーんね❤︎(地に伏せながら) 爆破しないと解放されない最も罪深いやつじゃないですかー！ミサイルは…たまに敵…
1003,@rnwagamama ジェイ怪我かロペス✈️か
1012,コロナウイルス震源地武漢から命がけで上げた動画 「和訳」 https://t.co/B9clslv5ZQ @YouTubeより
1015,@tea_aristocracy キラーはすぐするけど生存者は少し待つかなーぐらいやなぁ😰
1017,@kiyomi1999 @shimajiro322 緊急配備🚓🚁
1022,@chovi_su サイレン近づいてきました。許してください。
1023,@chigalemon @mandarajunky1 お早うございます😊✨  千秋楽ですね ……さみしいなぁ……😭  今日もちがさんや皆様にお会い出来るのを楽しみにお待ちしてます✨ ……またお話出来たら嬉しいです  昨日は色々と本当に有難うございました😊  最後までちがさんや皆様が怪我なく事故なく無事に最後まで公演出来ますように…(｡-人-｡) https://t.co/HJ7QNvF9wm
1026,@stxa3014 フェス飯美味しいのないの致命的！ 酒いきましょ！
1029,【絶体絶命都市2】殺人鬼が災害から逃げ惑うカオスゲー【にじさんじ/月ノ美兎】 https://t.co/Sj1i8lAL5a @YouTubeさんから
1032,@sailorsummer8 雪美ちゃんがワイを警戒するわけないやろ！！イイ加減にしろ😡  警戒されるのはくにおじだけや😃
1035,@Ano___ アノさんは性質とか傾向がはっきりしてるからキャラ上げとかシナリオこれよっていいやすいんですよね！私の秘匿でのアノさん、すごくダンサンブル……！ 事件ものはたのし～～～のでまたお世話になりたし！！オーエン楽しみにしてま～～～す！！珍しコンビです
1043,@neyager3 たまたま今日聞き返していたアニスパでかかってました。いいですよねマチモン。ちなみに一番好きなのはハリケーンミキサーです。
1054,コロナウイルス震源地武漢から命がけで上げた動画 「和訳」 https://t.co/r0WIWB72U4 @YouTubeさんから
1056,@shakezukinakuma 自分もそう思います😅 周りへの配慮が出来ない人に彼女なんて守れませんよ....自己責任ですので彼女が怪我しても相手に切れないで欲しいです....前の方はみんな怪我しても仕方ないと思ってるはずなので....
